,0,1
1305,Gene,2549
1306,Gene,25759
1307,Gene,27
1308,Gene,2885
1309,Gene,2932
1310,Gene,3084
1311,Gene,3265
1312,Gene,369
1313,Gene,3725
1314,Gene,374
1315,Gene,3845
1316,Gene,399694
1317,Gene,4609
1318,Gene,4690
1319,Gene,4893
1320,Gene,5058
1321,Gene,5062
1322,Gene,5063
1323,Gene,5290
1324,Gene,5291
1325,Gene,5293
1326,Gene,5294
1327,Gene,5295
1328,Gene,5296
1329,Gene,5335
1330,Gene,53358
1331,Gene,5336
1332,Gene,5578
1333,Gene,5579
1334,Gene,5582
1335,Gene,5594
1336,Gene,5595
1337,Gene,5599
1338,Gene,5601
1339,Gene,5602
1340,Gene,5604
1341,Gene,5605
1342,Gene,5609
1343,Gene,56924
1344,Gene,57144
1345,Gene,572
1346,Gene,5747
1347,Gene,5894
1348,Gene,6198
1349,Gene,6199
1350,Gene,6416
1351,Gene,6464
1352,Gene,6654
1353,Gene,6655
1354,Gene,6714
1355,Gene,673
1356,Gene,6776
1357,Gene,6777
1358,Gene,685
1359,Gene,7039
1360,Gene,815
1361,Gene,816
1362,Gene,817
1363,Gene,818
1364,Gene,8440
1365,Gene,8503
1366,Gene,867
1367,Gene,868
1368,Gene,9542
1369,Gene,10462
1370,Gene,10000
1371,Gene,10645
1372,Gene,10891
1373,Gene,1147
1374,Gene,126129
1375,Gene,1374
1376,Gene,1375
1377,Gene,181
1378,Gene,207
1379,Gene,208
1380,Gene,2180
1381,Gene,2181
1382,Gene,2182
1383,Gene,23305
1384,Gene,2475
1385,Gene,2538
1386,Gene,32
1387,Gene,3551
1388,Gene,3667
1389,Gene,3717
1390,Gene,3952
1391,Gene,3953
1392,Gene,4790
1393,Gene,4792
1394,Gene,4793
1395,Gene,4794
1396,Gene,4852
1397,Gene,5105
1398,Gene,5106
1399,Gene,51094
1400,Gene,51422
1401,Gene,51703
1402,Gene,53632
1403,Gene,5443
1404,Gene,5465
1405,Gene,5562
1406,Gene,5563
1407,Gene,5564
1408,Gene,5565
1409,Gene,5571
1410,Gene,5588
1411,Gene,5599
1412,Gene,5601
1413,Gene,5602
1414,Gene,5781
1415,Gene,57818
1416,Gene,5970
1417,Gene,6256
1418,Gene,6257
1419,Gene,6258
1420,Gene,6513
1421,Gene,6517
1422,Gene,6774
1423,Gene,6794
1424,Gene,7124
1425,Gene,7132
1426,Gene,7133
1427,Gene,7186
1428,Gene,79602
1429,Gene,84254
1430,Gene,8471
1431,Gene,8517
1432,Gene,8660
1433,Gene,8717
1434,Gene,9021
1435,Gene,9370
1436,Gene,948
1437,Gene,7098
1438,Gene,10319
1439,Gene,1101
1440,Gene,1277
1441,Gene,1278
1442,Gene,1280
1443,Gene,1281
1444,Gene,1282
1445,Gene,1284
1446,Gene,1286
1447,Gene,1288
